RecordID,ZipCode,City,County,State,Latitude,Longitude,DominantAreaCode,ResidentialDeliveries,ResidentialPOBoxes,BusinessDeliveries,BusinessPOBoxes,LastLineIndicator,TotalPopulation,PopulationWhite,PopulationAfricanAmerican,PopulationAmericanIndianAlaskaNative,PopulationAsian,PopulationHispanic,PopulationPacificIslander,PopulationOther,PopulationMultipleRace,MedianHouseholdIncome,PerCapitaIncome,MedianHomeValue,MedianAge,MedianAgeMale,MedianAgeFemale,EducationNinthGradeOrLess,EducationSomeHighSchool,EducationHighSchoolGraduate,EducationSomeCollegeWithoutDiploma,EducationAssociatesDegree,EducationBachelorsDegree
122,90059,GREENMEAD,LOS ANGELES,CA,33.9271,-118.2483,323,10277,270,443,51,,41315,10681,9890,830,96,30012,10,15108,4700,47682,17746,581000,29.2,27.8,30.5,5463,5045,7989,5323,1403,1693
123,90059,LOS ANGELES,LOS ANGELES,CA,33.9271,-118.2483,323,10277,270,443,51,L,41315,10681,9890,830,96,30012,10,15108,4700,47682,17746,581000,29.2,27.8,30.5,5463,5045,7989,5323,1403,1693
124,90061,AUGUST F HAW,LOS ANGELES,CA,33.9228,-118.2742,323,7689,107,723,25,,29992,9325,8385,1228,194,20559,7,7361,3492,50427,19652,586000,31.4,31.9,30.6,4161,3969,5340,4208,1185,1660
125,90061,LOS ANGELES,LOS ANGELES,CA,33.9228,-118.2742,323,7689,107,723,25,L,29992,9325,8385,1228,194,20559,7,7361,3492,50427,19652,586000,31.4,31.9,30.6,4161,3969,5340,4208,1185,1660
126,90061,SOUTH,LOS ANGELES,CA,33.9228,-118.2742,323,7689,107,723,25,,29992,9325,8385,1228,194,20559,7,7361,3492,50427,19652,586000,31.4,31.9,30.6,4161,3969,5340,4208,1185,1660
127,90062,LOS ANGELES,LOS ANGELES,CA,34.0049,-118.3087,323,9652,183,441,46,L,34277,8467,9967,632,641,22367,39,11539,2992,56500,23389,780000,36.8,36.6,37.0,5748,2827,6621,6095,1446,3092
128,90062,WESTVERN,LOS ANGELES,CA,34.0049,-118.3087,323,9652,183,441,46,,34277,8467,9967,632,641,22367,39,11539,2992,56500,23389,780000,36.8,36.6,37.0,5748,2827,6621,6095,1446,3092
129,90063,HAZARD,LOS ANGELES,CA,34.0451,-118.1860,323,13246,204,786,41,,52954,14586,274,916,859,50451,50,32928,3341,57026,19594,715000,33.1,32.1,34.4,10041,6993,9727,6935,1741,3321
130,90063,LOS ANGELES,LOS ANGELES,CA,34.0451,-118.1860,323,13246,204,786,41,L,52954,14586,274,916,859,50451,50,32928,3341,57026,19594,715000,33.1,32.1,34.4,10041,6993,9727,6935,1741,3321
131,90064,LOS ANGELES,LOS ANGELES,CA,34.0346,-118.4325,310,13179,589,1717,254,L,25161,15722,605,130,5149,3631,71,1328,2156,109357,79825,1833000,39.6,38.7,40.3,431,555,1792,2772,982,7699
132,90064,RANCHO PARK,LOS ANGELES,CA,34.0346,-118.4325,310,13179,589,1717,254,,25161,15722,605,130,5149,3631,71,1328,2156,109357,79825,1833000,39.6,38.7,40.3,431,555,1792,2772,982,7699
133,90065,GLASSELL,LOS ANGELES,CA,34.1093,-118.2280,323,15752,170,872,84,,46432,18605,889,825,6628,25339,7,14147,5331,80386,42289,1082000,37.7,36.8,38.5,4421,2997,7582,7018,2082,8849
134,90065,GLASSELL PARK,LOS ANGELES,CA,34.1093,-118.2280,323,15752,170,872,84,,46432,18605,889,825,6628,25339,7,14147,5331,80386,42289,1082000,37.7,36.8,38.5,4421,2997,7582,7018,2082,8849
135,90065,LOS ANGELES,LOS ANGELES,CA,34.1093,-118.2280,323,15752,170,872,84,L,46432,18605,889,825,6628,25339,7,14147,5331,80386,42289,1082000,37.7,36.8,38.5,4421,2997,7582,7018,2082,8849
136,90066,CULVER CTY,LOS ANGELES,CA,34.0020,-118.4292,310,26143,575,1317,251,,54913,33260,2742,749,7985,14950,75,4956,5146,90983,60095,1749000,39.3,38.8,39.7,2438,2025,5637,7937,2420,15471
137,90066,LOS ANGELES,LOS ANGELES,CA,34.0020,-118.4292,310,26143,575,1317,251,L,54913,33260,2742,749,7985,14950,75,4956,5146,90983,60095,1749000,39.3,38.8,39.7,2438,2025,5637,7937,2420,15471
138,90066,MAR VISTA,LOS ANGELES,CA,34.0020,-118.4292,310,26143,575,1317,251,,54913,33260,2742,749,7985,14950,75,4956,5146,90983,60095,1749000,39.3,38.8,39.7,2438,2025,5637,7937,2420,15471
139,90067,CENTURY CITY,LOS ANGELES,CA,34.0588,-118.4152,310,2287,58,1063,32,,2483,1774,56,0,465,128,0,101,87,109704,112908,1542000,62.5,57.2,66.7,10,8,295,445,41,887
140,90067,LOS ANGELES,LOS ANGELES,CA,34.0588,-118.4152,310,2287,58,1063,32,L,2483,1774,56,0,465,128,0,101,87,109704,112908,1542000,62.5,57.2,66.7,10,8,295,445,41,887
141,90068,HOLLYWOOD,LOS ANGELES,CA,34.1174,-118.3328,323,13780,0,402,0,,21127,16345,1219,39,1479,2518,8,607,1430,90733,92390,1808000,43.1,43.0,43.3,153,506,1767,4051,721,7536
142,90068,LOS ANGELES,LOS ANGELES,CA,34.1174,-118.3328,323,13780,0,402,0,L,21127,16345,1219,39,1479,2518,8,607,1430,90733,92390,1808000,43.1,43.0,43.3,153,506,1767,4051,721,7536
143,90069,LOS ANGELES,LOS ANGELES,CA,34.0893,-118.3799,310,14803,387,1651,210,,20185,16332,557,0,1455,1693,0,435,1406,98440,103337,1169000,43.6,47.1,39.4,128,220,1644,3045,971,8054
144,90069,WEST HOLLYWOOD,LOS ANGELES,CA,34.0893,-118.3799,310,14803,387,1651,210,L,20185,16332,557,0,1455,1693,0,435,1406,98440,103337,1169000,43.6,47.1,39.4,128,220,1644,3045,971,8054
145,90071,ARCO,LOS ANGELES,CA,34.0519,-118.2552,213,0,150,700,60,,28,28,0,0,0,28,0,0,0,,53100,766000,58.3,,77.4,6,5,17,0,0,0
146,90071,ARCO PLAZA,LOS ANGELES,CA,34.0519,-118.2552,213,0,150,700,60,,28,28,0,0,0,28,0,0,0,,53100,766000,58.3,,77.4,6,5,17,0,0,0
147,90071,LOS ANGELES,LOS ANGELES,CA,34.0519,-118.2552,213,0,150,700,60,L,28,28,0,0,0,28,0,0,0,,53100,766000,58.3,,77.4,6,5,17,0,0,0
148,90073,LOS ANGELES,LOS ANGELES,CA,34.0589,-118.4516,310,0,29,0,5,L,881,439,200,15,71,141,0,61,95,,13422,,59.1,59.8,32.6,75,76,339,213,92,62
149,90073,VETERANS ADM,LOS ANGELES,CA,34.0589,-118.4516,310,0,29,0,5,,881,439,200,15,71,141,0,61,95,,13422,,59.1,59.8,32.6,75,76,339,213,92,62
150,90073,VETERANS ADMIN,LOS ANGELES,CA,34.0589,-118.4516,310,0,29,0,5,,881,439,200,15,71,141,0,61,95,,13422,,59.1,59.8,32.6,75,76,339,213,92,62
151,90073,VETERANS ADMINISTRATION,LOS ANGELES,CA,34.0589,-118.4516,310,0,29,0,5,,881,439,200,15,71,141,0,61,95,,13422,,59.1,59.8,32.6,75,76,339,213,92,62
152,90077,BARRINGTON,LOS ANGELES,CA,34.1044,-118.4517,310,3922,0,65,0,,7729,6079,133,0,581,449,0,111,825,200625,144831,2654000,47.5,49.4,47.0,11,340,493,638,150,1899
153,90077,LOS ANGELES,LOS ANGELES,CA,34.1044,-118.4517,310,3922,0,65,0,L,7729,6079,133,0,581,449,0,111,825,200625,144831,2654000,47.5,49.4,47.0,11,340,493,638,150,1899
154,90089,LOS ANGELES,LOS ANGELES,CA,34.0204,-118.2861,323,1,0,13,0,L,3498,1818,225,31,1009,657,0,248,167,,3386,945000,19.3,19.4,19.3,1,0,480,2736,51,110
155,90094,LOS ANGELES,LOS ANGELES,CA,33.9737,-118.4233,310,6022,0,186,0,,11426,7229,754,0,1980,1377,0,221,1242,166667,109219,1290000,37.0,37.0,36.9,54,62,182,916,294,4167
156,90094,PLAYA VISTA,LOS ANGELES,CA,33.9737,-118.4233,310,6022,0,186,0,L,11426,7229,754,0,1980,1377,0,221,1242,166667,109219,1290000,37.0,37.0,36.9,54,62,182,916,294,4167
157,90201,BELL,LOS ANGELES,CA,33.9694,-118.1741,323,24736,170,1781,35,,96605,56350,1450,628,521,90673,54,18865,18737,49554,16477,743000,30.7,30.0,31.6,18446,10155,20136,13006,2640,3826
158,90201,BELL GARDENS,LOS ANGELES,CA,33.9694,-118.1741,323,24736,170,1781,35,L,96605,56350,1450,628,521,90673,54,18865,18737,49554,16477,743000,30.7,30.0,31.6,18446,10155,20136,13006,2640,3826
159,90201,CUDAHY,LOS ANGELES,CA,33.9694,-118.1741,323,24736,170,1781,35,,96605,56350,1450,628,521,90673,54,18865,18737,49554,16477,743000,30.7,30.0,31.6,18446,10155,20136,13006,2640,3826
160,90210,BEVERLY HILLS,LOS ANGELES,CA,34.0859,-118.4050,310,9497,0,1491,0,L,19627,16406,374,21,996,1211,0,311,1519,154740,123446,4738000,49.1,48.2,50.6,269,361,2349,2235,753,4980
161,90211,BEVERLY HILLS,LOS ANGELES,CA,34.0656,-118.3818,310,4032,0,1260,0,L,9202,6246,186,0,1830,1025,0,540,400,89946,67724,2418500,40.7,38.3,43.8,175,283,902,1076,559,2542
162,90212,BEVERLY HILLS,LOS ANGELES,CA,34.0634,-118.3995,310,6042,312,1399,187,L,10999,8444,219,15,1280,835,0,163,878,91663,78891,3087000,46.3,47.1,46.1,86,149,852,1648,531,3475
163,90220,COMPTON,LOS ANGELES,CA,33.8855,-118.2354,310,13405,0,1025,0,L,51480,10517,15031,371,550,33772,34,18040,6937,65337,21678,624000,33.0,31.8,34.6,6888,4370,11068,8414,2055,2853
164,90220,CRYSTAL CITY,LOS ANGELES,CA,33.8855,-118.2354,310,13405,0,1025,0,,51480,10517,15031,371,550,33772,34,18040,6937,65337,21678,624000,33.0,31.8,34.6,6888,4370,11068,8414,2055,2853
165,90220,RANCHO DOMINGUEZ,LOS ANGELES,CA,33.8855,-118.2354,310,13405,0,1025,0,,51480,10517,15031,371,550,33772,34,18040,6937,65337,21678,624000,33.0,31.8,34.6,6888,4370,11068,8414,2055,2853
166,90221,COMPTON,LOS ANGELES,CA,33.8953,-118.2056,310,11899,0,1143,0,L,50660,12146,10352,232,600,38927,148,18871,8311,57610,19223,598000,33.0,32.2,34.2,8402,5674,10967,7700,1529,2269
167,90221,EAST RANCHO DOMINGUEZ,LOS ANGELES,CA,33.8953,-118.2056,310,11899,0,1143,0,,50660,12146,10352,232,600,38927,148,18871,8311,57610,19223,598000,33.0,32.2,34.2,8402,5674,10967,7700,1529,2269
168,90222,COMPTON,LOS ANGELES,CA,33.9119,-118.2351,310,7719,0,542,0,L,33729,9491,8519,0,279,24414,19,11782,3639,63843,19525,586000,30.5,30.1,30.9,4445,3113,7665,4963,1311,1606
169,90222,ROSEWOOD,LOS ANGELES,CA,33.9119,-118.2351,310,7719,0,542,0,,33729,9491,8519,0,279,24414,19,11782,3639,63843,19525,586000,30.5,30.1,30.9,4445,3113,7665,4963,1311,1606
170,90230,CULVER CITY,LOS ANGELES,CA,33.9948,-118.3953,310,13148,0,1457,0,L,33620,17491,3183,86,5354,9858,143,2976,4387,96837,58182,1179000,40.5,35.8,43.7,1388,1098,3713,4234,1358,7706
171,90230,LOS ANGELES,LOS ANGELES,CA,33.9948,-118.3953,310,13148,0,1457,0,,33620,17491,3183,86,5354,9858,143,2976,4387,96837,58182,1179000,40.5,35.8,43.7,1388,1098,3713,4234,1358,7706
172,90232,CULVER CITY,LOS ANGELES,CA,34.0196,-118.3959,310,7387,390,1179,205,L,15342,9224,769,18,3146,2826,0,576,1609,105932,66524,1851000,37.6,36.7,39.1,442,452,842,2484,813,4237
173,90240,DOWNEY,LOS ANGELES,CA,33.9570,-118.1194,562,7952,214,818,99,L,26590,12942,861,337,2175,18947,0,6602,3673,91518,36150,864000,37.7,37.4,37.9,1739,1296,5186,4570,1642,3638
174,90241,DOWNEY,LOS ANGELES,CA,33.9413,-118.1319,562,14790,544,1653,288,L,44701,21722,1074,468,3102,32971,23,12456,5856,75111,32526,921000,35.7,34.0,37.7,3355,3038,8793,8953,2161,6162
175,90242,DOWNEY,LOS ANGELES,CA,33.9215,-118.1413,562,12631,373,640,149,L,43002,16686,2136,408,2399,32838,231,15817,5325,75005,28404,748000,35.1,34.5,35.7,3562,2725,9156,7829,2914,4873
176,90245,EL SEGUNDO,LOS ANGELES,CA,33.9195,-118.4022,310,7430,403,1963,218,L,17243,11823,805,20,1857,2787,0,465,2273,126683,64345,1675000,36.8,35.7,38.7,117,274,1753,3057,910,4696
177,90247,GARDENA,LOS ANGELES,CA,33.8919,-118.2985,310,17114,818,1387,302,L,48646,9678,7604,310,12333,24719,13,13593,5115,65598,27472,743000,37.6,36.9,38.8,4661,3689,9499,9652,2740,6311
178,90248,GARDENA,LOS ANGELES,CA,33.8758,-118.2857,310,3784,174,2139,89,L,11472,2055,1951,71,3906,4192,44,2441,1004,69645,33797,763000,45.1,42.6,47.9,702,686,2403,2132,616,2246
179,90249,GARDENA,LOS ANGELES,CA,33.9016,-118.3186,310,9253,369,1571,100,L,25929,6922,6663,674,3771,10878,44,4252,3603,69670,31251,795000,41.2,39.7,42.8,2236,1809,4584,5481,1736,3778
180,90250,HAWTHORNE,LOS ANGELES,CA,33.9140,-118.3478,310,33787,0,1877,0,L,96730,32802,23711,1407,7455,51371,344,19209,11802,65935,30305,860000,33.3,32.4,33.9,7025,7491,17593,17932,4994,12087
181,90250,HOLLY PARK,LOS ANGELES,CA,33.9140,-118.3478,310,33787,0,1877,0,,96730,32802,23711,1407,7455,51371,344,19209,11802,65935,30305,860000,33.3,32.4,33.9,7025,7491,17593,17932,4994,12087
182,90250,HOLLYGLEN,LOS ANGELES,CA,33.9140,-118.3478,310,33787,0,1877,0,,96730,32802,23711,1407,7455,51371,344,19209,11802,65935,30305,860000,33.3,32.4,33.9,7025,7491,17593,17932,4994,12087
183,90254,HERMOSA BEACH,LOS ANGELES,CA,33.8643,-118.3970,310,9902,356,828,200,L,19787,15443,108,20,1478,2444,0,424,2314,144388,98237,2230000,40.5,40.8,40.0,120,244,1075,1736,610,7953
184,90255,HUNTINGTON PARK,LOS ANGELES,CA,33.9788,-118.2187,323,18669,889,2396,131,L,72488,33490,728,1192,364,70592,278,26997,9439,53929,17912,731000,33.0,31.8,34.0,13239,9375,14414,10355,1908,3400
185,90255,WALNUT PARK,LOS ANGELES,CA,33.9788,-118.2187,323,18669,889,2396,131,,72488,33490,728,1192,364,70592,278,26997,9439,53929,17912,731000,33.0,31.8,34.0,13239,9375,14414,10355,1908,3400
186,90260,LAWNDALE,LOS ANGELES,CA,33.8888,-118.3524,310,10528,463,893,110,L,33794,13480,2507,532,4107,21236,63,7076,6029,76236,28637,855000,35.8,35.8,35.8,3825,2815,6190,6045,1629,4126
187,90262,LYNWOOD,LOS ANGELES,CA,33.9246,-118.2027,310,15115,347,1155,83,L,67210,27876,5208,961,635,59324,31,24835,7664,61941,18401,615000,31.3,30.8,31.9,10604,8557,14001,10378,1673,2926
188,90263,MALIBU,LOS ANGELES,CA,34.0393,-118.7085,310,0,0,1,0,L,1913,1063,210,0,397,352,11,61,171,,12981,,19.8,19.8,19.8,0,0,264,1506,28,53
189,90265,MALIBU,LOS ANGELES,CA,34.0378,-118.7577,310,7680,457,562,172,L,16868,13208,168,18,872,2087,27,850,1725,175607,108234,3470000,49.4,50.7,48.7,110,317,1096,2707,779,4800
190,90266,MANHATTAN BEACH,LOS ANGELES,CA,33.8901,-118.4019,310,14583,394,1150,215,L,35585,26601,193,109,5224,2690,30,583,2845,169586,99805,3005500,42.8,43.0,42.6,62,539,1557,3130,1030,10690
191,90270,BELL GARDENS,LOS ANGELES,CA,33.9889,-118.1891,323,6437,210,446,49,,25415,12368,259,483,195,24745,5,7997,4108,54631,17585,639500,31.3,31.1,31.7,5372,2565,5149,3144,581,987
192,90270,MAYWOOD,LOS ANGELES,CA,33.9889,-118.1891,323,6437,210,446,49,L,25415,12368,259,483,195,24745,5,7997,4108,54631,17585,639500,31.3,31.1,31.7,5372,2565,5149,3144,581,987
193,90272,PACIFIC PALISADES,LOS ANGELES,CA,34.0485,-118.5359,310,9371,421,486,323,L,21282,18150,95,14,1546,1068,4,125,1348,212115,137282,3557000,46.6,44.9,47.5,69,283,1009,1868,587,5845
194,90274,PALOS VERDES ESTATES,LOS ANGELES,CA,33.7784,-118.3780,310,10135,1227,798,688,,24890,16547,744,11,5788,1609,0,136,1664,186144,101720,2500000,51.0,51.4,50.5,82,240,1430,2638,895,7851
195,90274,PALOS VERDES PENINSULA,LOS ANGELES,CA,33.7784,-118.3780,310,10135,1227,798,688,L,24890,16547,744,11,5788,1609,0,136,1664,186144,101720,2500000,51.0,51.4,50.5,82,240,1430,2638,895,7851
196,90274,ROLLING HILLS,LOS ANGELES,CA,33.7784,-118.3780,310,10135,1227,798,688,,24890,16547,744,11,5788,1609,0,136,1664,186144,101720,2500000,51.0,51.4,50.5,82,240,1430,2638,895,7851
197,90274,ROLLING HILLS ESTATES,LOS ANGELES,CA,33.7784,-118.3780,310,10135,1227,798,688,,24890,16547,744,11,5788,1609,0,136,1664,186144,101720,2500000,51.0,51.4,50.5,82,240,1430,2638,895,7851
198,90275,PALOS VERDES ESTATES,LOS ANGELES,CA,33.7618,-118.3669,310,16410,0,362,0,,42417,22592,723,131,13151,4396,14,1286,4520,158952,75837,1923000,49.7,48.9,50.4,278,569,3425,5422,2136,11521
199,90275,PALOS VERDES PENINSULA,LOS ANGELES,CA,33.7618,-118.3669,310,16410,0,362,0,,42417,22592,723,131,13151,4396,14,1286,4520,158952,75837,1923000,49.7,48.9,50.4,278,569,3425,5422,2136,11521
200,90275,RANCHO PALOS VERDES,LOS ANGELES,CA,33.7618,-118.3669,310,16410,0,362,0,L,42417,22592,723,131,13151,4396,14,1286,4520,158952,75837,1923000,49.7,48.9,50.4,278,569,3425,5422,2136,11521
201,90275,ROLLING HILLS ESTATES,LOS ANGELES,CA,33.7618,-118.3669,310,16410,0,362,0,,42417,22592,723,131,13151,4396,14,1286,4520,158952,75837,1923000,49.7,48.9,50.4,278,569,3425,5422,2136,11521
202,90277,REDONDO BEACH,LOS ANGELES,CA,33.8325,-118.3855,310,18021,734,1436,387,L,36409,25199,1072,114,4628,5396,34,1333,4029,111859,73909,1661000,44.6,44.3,45.2,355,727,2426,4679,2107,11496
203,90278,REDONDO BEACH,LOS ANGELES,CA,33.8721,-118.3711,310,16766,374,825,181,L,42841,27219,1174,95,7691,6983,184,2035,4443,132479,63612,1392000,38.1,38.4,37.5,550,698,4345,5439,2226,12286
204,90280,SOUTH GATE,LOS ANGELES,CA,33.9436,-118.1974,323,24585,838,1955,256,L,93207,42396,623,1536,772,88872,142,34067,13671,59713,20296,673000,33.3,32.8,33.8,14804,10336,19046,14524,3219,5894
205,90290,TOPANGA,LOS ANGELES,CA,34.1013,-118.6001,310,2409,467,96,175,L,5114,4386,87,0,233,498,0,132,276,135262,78571,1699500,45.7,45.6,45.9,14,133,388,822,142,1133
206,90291,PLAYA DEL REY,LOS ANGELES,CA,33.9929,-118.4659,310,15679,0,1191,0,,25685,19063,1635,232,1080,4577,41,1650,1984,105871,96215,2155000,39.4,40.5,38.7,604,428,2260,3146,694,9541
207,90291,VENICE,LOS ANGELES,CA,33.9929,-118.4659,310,15679,0,1191,0,L,25685,19063,1635,232,1080,4577,41,1650,1984,105871,96215,2155000,39.4,40.5,38.7,604,428,2260,3146,694,9541
208,90292,MARINA DEL REY,LOS ANGELES,CA,33.9803,-118.4498,310,16894,0,875,0,L,23951,17222,1830,0,2351,2320,59,445,2044,137813,98630,1307000,39.0,39.3,38.8,163,400,1248,3427,1251,9509
209,90292,VENICE,LOS ANGELES,CA,33.9803,-118.4498,310,16894,0,875,0,,23951,17222,1830,0,2351,2320,59,445,2044,137813,98630,1307000,39.0,39.3,38.8,163,400,1248,3427,1251,9509
210,90293,PLAYA DEL REY,LOS ANGELES,CA,33.9574,-118.4390,310,6887,0,237,0,L,12812,9385,559,55,1315,2099,0,442,1056,110884,80412,862000,41.0,36.6,44.1,28,210,640,1866,604,4893
211,90293,VENICE,LOS ANGELES,CA,33.9574,-118.4390,310,6887,0,237,0,,12812,9385,559,55,1315,2099,0,442,1056,110884,80412,862000,41.0,36.6,44.1,28,210,640,1866,604,4893
212,90301,INGLEWOOD,LOS ANGELES,CA,33.9564,-118.3545,310,13394,0,1590,0,L,38500,9313,11735,670,1058,22715,533,10624,4567,55111,23510,758500,37.0,36.5,37.3,4257,3528,7210,8291,1784,3718
213,90302,INGLEWOOD,LOS ANGELES,CA,33.9738,-118.3577,310,11486,0,864,0,L,29278,6260,12253,253,837,13106,0,5898,3777,62794,30186,782000,35.9,34.4,37.3,2319,1539,4913,6443,1685,4198
214,90303,INGLEWOOD,LOS ANGELES,CA,33.9380,-118.3315,310,7475,0,481,0,L,23415,5999,8533,182,491,13460,0,6471,1739,65077,25961,802000,34.7,33.4,37.4,2654,1838,4727,4239,1208,2063
215,90304,INGLEWOOD,LOS ANGELES,CA,33.9396,-118.3583,310,6912,53,612,18,L,26103,9181,1015,555,1045,22919,380,10036,3891,50052,19108,767500,32.8,33.0,32.6,4420,3581,4929,3274,912,1835
216,90305,INGLEWOOD,LOS ANGELES,CA,33.9581,-118.3285,323,6119,340,265,93,L,15254,1301,11763,0,213,2490,0,1273,704,80281,41274,861000,45.4,44.1,46.7,415,601,2883,3733,922,2281
217,90401,SANTA MONICA,LOS ANGELES,CA,34.0172,-118.4932,310,5943,0,1743,0,L,7482,5603,526,2,477,520,34,75,765,90682,94706,1043000,36.7,37.9,36.4,36,259,524,902,468,3206
218,90402,SANTA MONICA,LOS ANGELES,CA,34.0328,-118.5055,310,5554,0,97,0,L,12046,9754,102,38,942,1507,0,197,1013,139667,124858,4224000,47.3,46.6,47.7,127,132,431,920,562,3213
219,90403,SANTA MONICA,LOS ANGELES,CA,34.0289,-118.4934,310,14808,0,913,0,L,24525,18288,715,105,2356,2685,0,661,2400,113204,87605,1419000,43.9,42.7,44.8,345,427,1468,3105,1000,8238
220,90404,SANTA MONICA,LOS ANGELES,CA,34.0277,-118.4746,310,11178,0,1712,0,L,23460,13759,1971,144,3236,6654,19,1618,2713,74591,55421,1152000,38.1,35.8,40.3,1142,962,2860,3082,1177,6727
221,90405,SANTA MONICA,LOS ANGELES,CA,34.0101,-118.4725,310,15250,0,1458,0,L,27367,20041,894,200,2064,4180,34,1077,3057,97010,75759,1934000,41.7,41.0,42.2,643,450,1913,3143,1608,9300
222,90501,TORRANCE,LOS ANGELES,CA,33.8290,-118.3143,310,15781,0,2302,0,L,43450,12810,2295,87,11709,19455,74,10883,5592,80816,37009,970000,37.4,37.0,37.6,2382,2345,7264,7033,2519,7932
223,90502,TORRANCE,LOS ANGELES,CA,33.8316,-118.2929,310,6338,0,784,0,L,18110,4618,1171,33,6506,7172,31,4149,1602,89206,40297,751000,42.7,40.7,46.2,1421,1021,3705,2929,1254,3589
224,90503,TORRANCE,LOS ANGELES,CA,33.8395,-118.3540,310,17681,324,1876,62,L,44744,17903,1373,109,18280,7258,101,2337,4641,105142,50265,1228000,41.2,38.7,44.8,693,877,5887,6277,2674,12226
225,90504,TORRANCE,LOS ANGELES,CA,33.8708,-118.3308,310,11920,516,713,222,L,33022,11834,1467,178,12664,8430,73,2829,3977,97289,43771,965000,42.5,41.9,42.8,809,1121,5239,5804,2686,8125
226,90505,TORRANCE,LOS ANGELES,CA,33.8109,-118.3483,310,14547,230,2677,274,L,37533,16944,1040,272,14156,5299,12,1637,3472,101043,48581,1350000,42.4,41.1,43.0,420,693,3866,5465,2559,10062
227,90601,CITY OF INDUSTRY,LOS ANGELES,CA,33.9956,-118.0405,562,11336,0,865,0,,30955,13083,260,716,2142,21105,24,11463,3267,86268,37298,804000,39.6,38.9,40.1,1461,1517,6670,6214,2152,4335
228,90601,PICO RIVERA,LOS ANGELES,CA,33.9956,-118.0405,562,11336,0,865,0,,30955,13083,260,716,2142,21105,24,11463,3267,86268,37298,804000,39.6,38.9,40.1,1461,1517,6670,6214,2152,4335
229,90601,WHITTIER,LOS ANGELES,CA,33.9956,-118.0405,562,11336,0,865,0,L,30955,13083,260,716,2142,21105,24,11463,3267,86268,37298,804000,39.6,38.9,40.1,1461,1517,6670,6214,2152,4335
230,90602,WHITTIER,LOS ANGELES,CA,33.9709,-118.0354,562,8997,0,750,0,L,25907,9492,523,209,724,18977,6,12282,2671,55328,25094,833000,34.3,33.8,34.7,1122,1592,6778,5123,1606,2008
231,90603,WHITTIER,LOS ANGELES,CA,33.9433,-117.9915,562,6971,148,451,79,L,21236,11754,124,185,1171,12617,153,4856,2993,109485,42284,832000,40.5,40.7,40.4,589,549,4089,4545,1332,3379
232,90604,WHITTIER,LOS ANGELES,CA,33.9301,-118.0136,562,12486,0,280,0,L,39926,17376,257,421,2798,27277,26,14926,4122,88342,31404,768000,35.2,35.4,35.0,1265,2059,10136,8180,2369,4084
233,90605,WHITTIER,LOS ANGELES,CA,33.9453,-118.0343,562,10762,240,825,90,L,42600,15595,475,728,2392,32624,201,18515,4694,83667,28375,761000,35.2,34.5,36.5,3085,2582,9539,8960,2297,4167
234,90606,LOS NIETOS,LOS ANGELES,CA,33.9764,-118.0658,562,8860,0,727,0,,32583,10164,366,432,889,28549,42,17010,3680,82377,27217,727000,36.3,35.3,37.4,2848,2801,8076,5615,1936,2880
235,90606,WHITTIER,LOS ANGELES,CA,33.9764,-118.0658,562,8860,0,727,0,L,32583,10164,366,432,889,28549,42,17010,3680,82377,27217,727000,36.3,35.3,37.4,2848,2801,8076,5615,1936,2880
236,90620,BUENA PARK,ORANGE,CA,33.8425,-118.0124,714,13804,0,887,0,L,47104,21260,743,512,14032,16730,96,4764,5697,104701,35262,806000,37.2,36.2,38.4,1762,2280,8709,9540,3239,8044
237,90621,BUENA PARK,ORANGE,CA,33.8706,-117.9963,714,11651,112,1326,75,L,36385,12955,1471,530,13111,15873,83,5326,2909,76101,30009,819000,35.9,33.8,38.2,2262,2146,6475,6982,2398,5681
238,90623,BUENA PARK,ORANGE,CA,33.8502,-118.0399,714,5231,0,318,0,,15703,5209,722,42,7520,3086,0,711,1499,105632,41514,1018000,44.2,43.7,44.6,305,339,2358,2827,1103,3760
239,90623,LA PALMA,ORANGE,CA,33.8502,-118.0399,714,5231,0,318,0,L,15703,5209,722,42,7520,3086,0,711,1499,105632,41514,1018000,44.2,43.7,44.6,305,339,2358,2827,1103,3760
240,90630,CYPRESS,ORANGE,CA,33.8215,-118.0400,714,16799,904,1082,424,L,50543,22410,1358,368,19270,9882,96,2880,4161,109051,42391,936000,41.2,40.9,41.3,1838,1332,6165,8348,3183,11404
241,90631,LA HABRA,ORANGE,CA,33.9314,-117.9524,562,22849,0,1978,0,L,69601,34538,1600,662,8853,39777,30,16049,7869,93045,38250,831000,37.7,35.9,39.5,3564,3285,12328,14086,5136,9771
242,90631,LA HABRA HEIGHTS,ORANGE,CA,33.9314,-117.9524,562,22849,0,1978,0,,69601,34538,1600,662,8853,39777,30,16049,7869,93045,38250,831000,37.7,35.9,39.5,3564,3285,12328,14086,5136,9771
243,90631,LA HABRA HTS,ORANGE,CA,33.9314,-117.9524,562,22849,0,1978,0,,69601,34538,1600,662,8853,39777,30,16049,7869,93045,38250,831000,37.7,35.9,39.5,3564,3285,12328,14086,5136,9771
244,90638,LA MIRADA,LOS ANGELES,CA,33.9052,-118.0074,562,15230,0,915,0,L,46335,21324,633,296,9974,21055,14,8806,5288,97838,38028,829000,43.2,40.7,45.3,1785,1504,8490,9307,3006,9163
