RecordID,ZipCode,City,County,State,Latitude,Longitude,DominantAreaCode,ResidentialDeliveries,ResidentialPOBoxes,BusinessDeliveries,BusinessPOBoxes,LastLineIndicator,TotalPopulation,PopulationWhite,PopulationAfricanAmerican,PopulationAmericanIndianAlaskaNative,PopulationAsian,PopulationHispanic,PopulationPacificIslander,PopulationOther,PopulationMultipleRace,MedianHouseholdIncome,PerCapitaIncome,MedianHomeValue,MedianAge,MedianAgeMale,MedianAgeFemale,EducationNinthGradeOrLess,EducationSomeHighSchool,EducationHighSchoolGraduate,EducationSomeCollegeWithoutDiploma,EducationAssociatesDegree,EducationBachelorsDegree
1,90001,FIRESTONE PARK,LOS ANGELES,CA,33.9740,-118.2494,323,13443,304,1466,53,,58245,20030,4799,1196,293,52765,70,25981,5876,52806,16530,617000,30.7,30.9,30.5,10877,7461,10348,7489,1759,2070
2,90001,LOS ANGELES,LOS ANGELES,CA,33.9740,-118.2494,323,13443,304,1466,53,L,58245,20030,4799,1196,293,52765,70,25981,5876,52806,16530,617000,30.7,30.9,30.5,10877,7461,10348,7489,1759,2070
3,90002,LOS ANGELES,LOS ANGELES,CA,33.9493,-118.2462,323,12443,177,452,36,L,54384,17275,9256,1893,627,44082,75,19551,5707,46159,15998,606000,28.9,28.2,29.6,8540,7883,10074,7595,1499,1759
4,90002,WATTS,LOS ANGELES,CA,33.9493,-118.2462,323,12443,177,452,36,,54384,17275,9256,1893,627,44082,75,19551,5707,46159,15998,606000,28.9,28.2,29.6,8540,7883,10074,7595,1499,1759
5,90003,BROADWAY MANCHESTER,LOS ANGELES,CA,33.9634,-118.2742,323,18149,69,1634,15,,75190,16669,12865,709,384,60929,45,33974,10544,47733,15605,625000,29.0,27.7,30.5,12795,10009,14650,8409,1905,2599
6,90003,LOS ANGELES,LOS ANGELES,CA,33.9634,-118.2742,323,18149,69,1634,15,L,75190,16669,12865,709,384,60929,45,33974,10544,47733,15605,625000,29.0,27.7,30.5,12795,10009,14650,8409,1905,2599
7,90004,LOS ANGELES,LOS ANGELES,CA,34.0761,-118.3031,323,24686,678,1277,203,L,59621,17681,2448,446,15224,28019,104,19907,3811,54947,36823,1562000,35.5,35.3,35.8,6262,4184,10210,7882,2123,12649
8,90004,OAKWOOD,LOS ANGELES,CA,34.0761,-118.3031,323,24686,678,1277,203,,59621,17681,2448,446,15224,28019,104,19907,3811,54947,36823,1562000,35.5,35.3,35.8,6262,4184,10210,7882,2123,12649
9,90005,LOS ANGELES,LOS ANGELES,CA,34.0590,-118.3024,213,19423,0,1025,0,L,36910,7616,2180,325,12212,18134,18,10302,4257,44913,29278,942000,35.6,35.0,36.5,5439,2877,6349,4010,1286,7549
10,90005,SANFORD,LOS ANGELES,CA,34.0590,-118.3024,213,19423,0,1025,0,,36910,7616,2180,325,12212,18134,18,10302,4257,44913,29278,942000,35.6,35.0,36.5,5439,2877,6349,4010,1286,7549
11,90006,LOS ANGELES,LOS ANGELES,CA,34.0502,-118.2928,213,21515,0,2014,0,L,57136,16801,1897,624,10531,41465,119,21104,6060,41068,20334,1006000,34.6,33.6,35.5,11262,5513,10520,7285,1744,6679
12,90006,PICO HEIGHTS,LOS ANGELES,CA,34.0502,-118.2928,213,21515,0,2014,0,,57136,16801,1897,624,10531,41465,119,21104,6060,41068,20334,1006000,34.6,33.6,35.5,11262,5513,10520,7285,1744,6679
13,90007,DOCKWEILER,LOS ANGELES,CA,34.0282,-118.2851,323,14435,270,1390,50,,41270,14367,4310,257,7734,21954,46,10462,4094,33222,20516,1126000,25.2,24.6,25.7,4835,3075,5811,11100,1515,6646
14,90007,LOS ANGELES,LOS ANGELES,CA,34.0282,-118.2851,323,14435,270,1390,50,L,41270,14367,4310,257,7734,21954,46,10462,4094,33222,20516,1126000,25.2,24.6,25.7,4835,3075,5811,11100,1515,6646
15,90008,BALDWIN HILLS,LOS ANGELES,CA,34.0107,-118.3417,323,14923,302,737,83,,31046,3221,20459,203,1298,7187,68,4179,1618,49379,35759,1149500,42.4,39.3,44.2,1707,1897,4957,7294,2134,4079
16,90008,CRENSHAW,LOS ANGELES,CA,34.0107,-118.3417,323,14923,302,737,83,,31046,3221,20459,203,1298,7187,68,4179,1618,49379,35759,1149500,42.4,39.3,44.2,1707,1897,4957,7294,2134,4079
17,90008,LEIMERT PARK,LOS ANGELES,CA,34.0107,-118.3417,323,14923,302,737,83,,31046,3221,20459,203,1298,7187,68,4179,1618,49379,35759,1149500,42.4,39.3,44.2,1707,1897,4957,7294,2134,4079
18,90008,LOS ANGELES,LOS ANGELES,CA,34.0107,-118.3417,323,14923,302,737,83,L,31046,3221,20459,203,1298,7187,68,4179,1618,49379,35759,1149500,42.4,39.3,44.2,1707,1897,4957,7294,2134,4079
19,90008,VIEW PARK,LOS ANGELES,CA,34.0107,-118.3417,323,14923,302,737,83,,31046,3221,20459,203,1298,7187,68,4179,1618,49379,35759,1149500,42.4,39.3,44.2,1707,1897,4957,7294,2134,4079
20,90010,LOS ANGELES,LOS ANGELES,CA,34.0618,-118.3036,213,2735,0,2681,0,L,4313,1046,239,36,2672,444,65,103,152,76547,57219,959000,34.0,33.5,35.7,196,64,737,781,251,1510
21,90010,SANFORD,LOS ANGELES,CA,34.0618,-118.3036,213,2735,0,2681,0,,4313,1046,239,36,2672,444,65,103,152,76547,57219,959000,34.0,33.5,35.7,196,64,737,781,251,1510
22,90011,LOS ANGELES,LOS ANGELES,CA,34.0080,-118.2591,323,23779,344,1816,55,L,109511,34228,6681,1547,705,100502,105,54332,11913,47126,15514,645000,30.1,29.2,30.7,24373,13225,18144,12897,2928,3726
23,90012,FEDERAL,LOS ANGELES,CA,34.0591,-118.2421,213,15876,0,2752,0,,39709,10063,5465,444,13596,11580,61,6870,3210,53278,33687,634000,34.9,34.1,37.3,3807,5076,7414,5880,1956,7762
24,90012,LOS ANGELES,LOS ANGELES,CA,34.0591,-118.2421,213,15876,0,2752,0,L,39709,10063,5465,444,13596,11580,61,6870,3210,53278,33687,634000,34.9,34.1,37.3,3807,5076,7414,5880,1956,7762
25,90013,FEDERAL,LOS ANGELES,CA,34.0464,-118.2454,213,8639,129,2869,31,,13413,4641,3799,210,1923,2917,135,1203,1502,22291,44799,601500,42.8,43.2,41.9,650,1445,2800,2700,704,3122
26,90013,LOS ANGELES,LOS ANGELES,CA,34.0464,-118.2454,213,8639,129,2869,31,L,13413,4641,3799,210,1923,2917,135,1203,1502,22291,44799,601500,42.8,43.2,41.9,650,1445,2800,2700,704,3122
27,90014,LOS ANGELES,LOS ANGELES,CA,34.0448,-118.2529,213,6444,0,4740,0,L,8547,3154,1762,20,1866,2156,0,1092,653,31332,47890,492000,40.7,42.5,38.8,401,819,1363,1622,632,2348
28,90015,LOS ANGELES,LOS ANGELES,CA,34.0403,-118.2641,213,14896,243,6428,121,L,24228,8189,1966,374,4614,13713,0,7184,1901,53062,43593,637500,32.0,32.8,31.2,2884,1885,2864,3238,996,5776
29,90016,LOS ANGELES,LOS ANGELES,CA,34.0290,-118.3529,323,17979,419,1178,77,L,45884,16100,12997,82,2070,25152,34,8651,5950,53659,31244,1045000,35.0,33.1,37.3,4552,3115,7999,8688,2288,6383
30,90016,WEST ADAMS,LOS ANGELES,CA,34.0290,-118.3529,323,17979,419,1178,77,,45884,16100,12997,82,2070,25152,34,8651,5950,53659,31244,1045000,35.0,33.1,37.3,4552,3115,7999,8688,2288,6383
31,90017,FOY,LOS ANGELES,CA,34.0521,-118.2630,213,15913,176,1716,90,,28433,9814,3221,81,4396,16809,137,9229,1555,44607,32158,664000,32.6,32.3,32.8,4149,2579,4044,3257,1313,4639
32,90017,LOS ANGELES,LOS ANGELES,CA,34.0521,-118.2630,213,15913,176,1716,90,L,28433,9814,3221,81,4396,16809,137,9229,1555,44607,32158,664000,32.6,32.3,32.8,4149,2579,4044,3257,1313,4639
33,90018,CIMARRON,LOS ANGELES,CA,34.0303,-118.3166,323,17053,690,800,91,,51388,14335,14408,188,2765,29230,89,14638,4965,55275,24870,978000,35.2,34.0,36.6,6405,3808,9235,9579,2229,6240
34,90018,DOCKWEILER,LOS ANGELES,CA,34.0303,-118.3166,323,17053,690,800,91,,51388,14335,14408,188,2765,29230,89,14638,4965,55275,24870,978000,35.2,34.0,36.6,6405,3808,9235,9579,2229,6240
35,90018,LOS ANGELES,LOS ANGELES,CA,34.0303,-118.3166,323,17053,690,800,91,L,51388,14335,14408,188,2765,29230,89,14638,4965,55275,24870,978000,35.2,34.0,36.6,6405,3808,9235,9579,2229,6240
36,90019,LOS ANGELES,LOS ANGELES,CA,34.0487,-118.3362,323,25215,339,1404,74,L,61061,19471,10822,390,10762,26817,216,13247,6153,61616,36378,1415000,38.6,37.8,39.5,6694,4114,10545,8936,2906,11721
37,90019,RIMPAU,LOS ANGELES,CA,34.0487,-118.3362,323,25215,339,1404,74,,61061,19471,10822,390,10762,26817,216,13247,6153,61616,36378,1415000,38.6,37.8,39.5,6694,4114,10545,8936,2906,11721
38,90020,LOS ANGELES,LOS ANGELES,CA,34.0664,-118.3021,213,18760,0,1440,0,L,38124,7633,2624,496,16918,12991,73,8320,2060,51013,37176,786000,36.8,35.7,38.0,2872,2383,6096,4840,1722,10165
39,90020,SANFORD,LOS ANGELES,CA,34.0664,-118.3021,213,18760,0,1440,0,,38124,7633,2624,496,16918,12991,73,8320,2060,51013,37176,786000,36.8,35.7,38.0,2872,2383,6096,4840,1722,10165
40,90021,LOS ANGELES,LOS ANGELES,CA,34.0307,-118.2420,213,1741,58,3747,55,L,2724,814,481,76,173,1473,0,847,333,25364,29238,946000,39.6,40.3,36.0,590,323,439,413,144,215
41,90021,MARKET,LOS ANGELES,CA,34.0307,-118.2420,213,1741,58,3747,55,,2724,814,481,76,173,1473,0,847,333,25364,29238,946000,39.6,40.3,36.0,590,323,439,413,144,215
42,90022,COMMERCE,LOS ANGELES,CA,34.0233,-118.1551,323,17106,369,1940,80,,65110,26918,376,1405,726,62888,16,28140,7529,57464,20021,666000,32.7,31.8,33.9,10464,8066,12947,10438,2112,3555
43,90022,EAST LOS ANGELES,LOS ANGELES,CA,34.0233,-118.1551,323,17106,369,1940,80,,65110,26918,376,1405,726,62888,16,28140,7529,57464,20021,666000,32.7,31.8,33.9,10464,8066,12947,10438,2112,3555
44,90022,LOS ANGELES,LOS ANGELES,CA,34.0233,-118.1551,323,17106,369,1940,80,L,65110,26918,376,1405,726,62888,16,28140,7529,57464,20021,666000,32.7,31.8,33.9,10464,8066,12947,10438,2112,3555
45,90023,COMMERCE,LOS ANGELES,CA,34.0233,-118.2026,323,11594,132,1627,46,,45732,15723,474,669,435,43949,0,23889,4542,48293,16674,666000,31.3,29.6,32.9,9086,4640,8369,6251,1180,2212
46,90023,LOS ANGELES,LOS ANGELES,CA,34.0233,-118.2026,323,11594,132,1627,46,L,45732,15723,474,669,435,43949,0,23889,4542,48293,16674,666000,31.3,29.6,32.9,9086,4640,8369,6251,1180,2212
47,90023,LUGO,LOS ANGELES,CA,34.0233,-118.2026,323,11594,132,1627,46,,45732,15723,474,669,435,43949,0,23889,4542,48293,16674,666000,31.3,29.6,32.9,9086,4640,8369,6251,1180,2212
48,90024,LOS ANGELES,LOS ANGELES,CA,34.0615,-118.4407,310,19328,361,1597,177,L,50611,29098,2050,156,13106,6945,106,1783,4312,67422,49783,1321000,22.7,23.9,22.0,585,527,5197,20476,1676,10190
49,90024,VILLAGE,LOS ANGELES,CA,34.0615,-118.4407,310,19328,361,1597,177,,50611,29098,2050,156,13106,6945,106,1783,4312,67422,49783,1321000,22.7,23.9,22.0,585,527,5197,20476,1676,10190
50,90025,LOS ANGELES,LOS ANGELES,CA,34.0454,-118.4502,310,24462,607,2971,216,L,44608,27694,1523,22,10466,5936,17,1591,3295,100453,65337,1015000,33.9,32.7,35.3,977,779,3428,5232,1554,16980
51,90025,WEST LOS ANGELES,LOS ANGELES,CA,34.0454,-118.4502,310,24462,607,2971,216,,44608,27694,1523,22,10466,5936,17,1591,3295,100453,65337,1015000,33.9,32.7,35.3,977,779,3428,5232,1554,16980
52,90025,WLA,LOS ANGELES,CA,34.0454,-118.4502,310,24462,607,2971,216,,44608,27694,1523,22,10466,5936,17,1591,3295,100453,65337,1015000,33.9,32.7,35.3,977,779,3428,5232,1554,16980
53,90026,ECHO PARK,LOS ANGELES,CA,34.0772,-118.2650,213,27843,436,1307,201,,65921,26122,2279,548,9800,32695,163,21349,5660,70436,41605,1311000,35.6,35.5,35.6,6951,4663,8410,9962,2914,15878
54,90026,EDENDALE,LOS ANGELES,CA,34.0772,-118.2650,213,27843,436,1307,201,,65921,26122,2279,548,9800,32695,163,21349,5660,70436,41605,1311000,35.6,35.5,35.6,6951,4663,8410,9962,2914,15878
55,90026,LOS ANGELES,LOS ANGELES,CA,34.0772,-118.2650,213,27843,436,1307,201,L,65921,26122,2279,548,9800,32695,163,21349,5660,70436,41605,1311000,35.6,35.5,35.6,6951,4663,8410,9962,2914,15878
56,90026,SILVER LAKE,LOS ANGELES,CA,34.0772,-118.2650,213,27843,436,1307,201,,65921,26122,2279,548,9800,32695,163,21349,5660,70436,41605,1311000,35.6,35.5,35.6,6951,4663,8410,9962,2914,15878
57,90027,HOLLYWOOD,LOS ANGELES,CA,34.1051,-118.2923,323,23567,417,1092,168,,44678,29049,1223,88,5515,10065,54,5594,3155,78356,58485,1855500,38.2,38.1,38.2,1540,1614,6002,6195,2044,14923
58,90027,LOS ANGELES,LOS ANGELES,CA,34.1051,-118.2923,323,23567,417,1092,168,L,44678,29049,1223,88,5515,10065,54,5594,3155,78356,58485,1855500,38.2,38.1,38.2,1540,1614,6002,6195,2044,14923
59,90027,LOS FELIZ,LOS ANGELES,CA,34.1051,-118.2923,323,23567,417,1092,168,,44678,29049,1223,88,5515,10065,54,5594,3155,78356,58485,1855500,38.2,38.1,38.2,1540,1614,6002,6195,2044,14923
60,90028,HOLLYWOOD,LOS ANGELES,CA,34.1006,-118.3276,323,22616,0,2202,0,,29887,15755,2733,341,3482,8797,0,4884,2692,52814,43355,1093000,36.1,37.1,34.3,1551,749,4707,5561,1905,9795
61,90028,LOS ANGELES,LOS ANGELES,CA,34.1006,-118.3276,323,22616,0,2202,0,L,29887,15755,2733,341,3482,8797,0,4884,2692,52814,43355,1093000,36.1,37.1,34.3,1551,749,4707,5561,1905,9795
62,90029,LOS ANGELES,LOS ANGELES,CA,34.0904,-118.2944,323,14727,929,1153,301,L,35037,11945,1372,285,5524,18749,40,13479,2392,50822,28802,1187000,36.4,35.6,37.4,3880,3086,6032,5781,1592,7312
63,90029,VERMONT,LOS ANGELES,CA,34.0904,-118.2944,323,14727,929,1153,301,,35037,11945,1372,285,5524,18749,40,13479,2392,50822,28802,1187000,36.4,35.6,37.4,3880,3086,6032,5781,1592,7312
64,90031,LINCOLN HEIGHTS,LOS ANGELES,CA,34.0773,-118.2131,323,11484,347,784,95,,38533,8877,743,559,10885,23464,53,15550,1866,53319,27175,905000,37.2,35.8,39.3,6497,3782,7264,5072,1874,4645
65,90031,LOS ANGELES,LOS ANGELES,CA,34.0773,-118.2131,323,11484,347,784,95,L,38533,8877,743,559,10885,23464,53,15550,1866,53319,27175,905000,37.2,35.8,39.3,6497,3782,7264,5072,1874,4645
66,90032,LOS ANGELES,LOS ANGELES,CA,34.0816,-118.1765,323,13568,240,660,59,L,45298,13257,971,594,5449,34788,8,20537,4482,65761,26454,839000,36.5,34.6,38.1,5423,4674,8668,7730,2047,5308
67,90033,BOYLE HEIGHTS,LOS ANGELES,CA,34.0495,-118.2114,323,13127,241,1114,53,,47495,14519,840,803,2185,42999,73,25330,3745,49734,18413,732000,32.3,30.3,34.1,9055,5251,8970,5859,1527,3474
68,90033,LOS ANGELES,LOS ANGELES,CA,34.0495,-118.2114,323,13127,241,1114,53,L,47495,14519,840,803,2185,42999,73,25330,3745,49734,18413,732000,32.3,30.3,34.1,9055,5251,8970,5859,1527,3474
69,90034,LOS ANGELES,LOS ANGELES,CA,34.0280,-118.4027,310,27665,580,1102,203,L,53321,25577,5050,444,10840,13887,93,6313,5004,88490,55223,1514000,35.0,34.7,35.2,2081,1966,4529,6838,2816,17040
70,90034,PALMS,LOS ANGELES,CA,34.0280,-118.4027,310,27665,580,1102,203,,53321,25577,5050,444,10840,13887,93,6313,5004,88490,55223,1514000,35.0,34.7,35.2,2081,1966,4529,6838,2816,17040
71,90035,LOS ANGELES,LOS ANGELES,CA,34.0544,-118.3837,310,13633,631,1030,306,L,26411,19345,1788,29,1825,3093,58,1049,2317,101570,65511,2022000,37.6,38.3,36.8,628,362,2237,3271,1018,7864
72,90035,PREUSS,LOS ANGELES,CA,34.0544,-118.3837,310,13633,631,1030,306,,26411,19345,1788,29,1825,3093,58,1049,2317,101570,65511,2022000,37.6,38.3,36.8,628,362,2237,3271,1018,7864
73,90036,FARMER MARKET,LOS ANGELES,CA,34.0681,-118.3504,323,21257,366,1669,169,,37596,23600,1934,75,7529,4614,5,1326,3127,87868,67344,2101000,35.2,34.9,35.4,343,581,3108,5178,1573,13577
74,90036,LOS ANGELES,LOS ANGELES,CA,34.0681,-118.3504,323,21257,366,1669,169,L,37596,23600,1934,75,7529,4614,5,1326,3127,87868,67344,2101000,35.2,34.9,35.4,343,581,3108,5178,1573,13577
75,90036,MIRACLE MILE,LOS ANGELES,CA,34.0681,-118.3504,323,21257,366,1669,169,,37596,23600,1934,75,7529,4614,5,1326,3127,87868,67344,2101000,35.2,34.9,35.4,343,581,3108,5178,1573,13577
76,90036,WILSHIRE LA BREA,LOS ANGELES,CA,34.0681,-118.3504,323,21257,366,1669,169,,37596,23600,1934,75,7529,4614,5,1326,3127,87868,67344,2101000,35.2,34.9,35.4,343,581,3108,5178,1573,13577
77,90037,GREEN,LOS ANGELES,CA,34.0036,-118.2871,323,17918,0,1200,0,,68885,22419,11413,1298,747,54911,86,26357,6565,45128,17169,732000,32.0,31.5,32.4,13557,7470,13461,9089,2013,3241
78,90037,LOS ANGELES,LOS ANGELES,CA,34.0036,-118.2871,323,17918,0,1200,0,L,68885,22419,11413,1298,747,54911,86,26357,6565,45128,17169,732000,32.0,31.5,32.4,13557,7470,13461,9089,2013,3241
79,90038,HOLLYWOOD,LOS ANGELES,CA,34.0893,-118.3252,323,14470,0,1221,0,,27995,11827,1896,396,1873,14151,83,9021,2899,51096,33384,1338000,34.6,35.1,33.8,3460,2411,4701,4210,1075,6469
80,90038,LOS ANGELES,LOS ANGELES,CA,34.0893,-118.3252,323,14470,0,1221,0,L,27995,11827,1896,396,1873,14151,83,9021,2899,51096,33384,1338000,34.6,35.1,33.8,3460,2411,4701,4210,1075,6469
81,90038,WEST HOLLYWOOD,LOS ANGELES,CA,34.0893,-118.3252,323,14470,0,1221,0,,27995,11827,1896,396,1873,14151,83,9021,2899,51096,33384,1338000,34.6,35.1,33.8,3460,2411,4701,4210,1075,6469
82,90038,WILCOX,LOS ANGELES,CA,34.0893,-118.3252,323,14470,0,1221,0,,27995,11827,1896,396,1873,14151,83,9021,2899,51096,33384,1338000,34.6,35.1,33.8,3460,2411,4701,4210,1075,6469
83,90039,GRIFFITH,LOS ANGELES,CA,34.1111,-118.2611,323,12369,292,950,183,,28839,15257,403,741,5350,9428,12,3833,3243,99226,61244,1488000,40.5,39.8,41.2,1802,943,3305,4153,1675,8768
84,90039,LOS ANGELES,LOS ANGELES,CA,34.1111,-118.2611,323,12369,292,950,183,L,28839,15257,403,741,5350,9428,12,3833,3243,99226,61244,1488000,40.5,39.8,41.2,1802,943,3305,4153,1675,8768
85,90040,COMMERCE,LOS ANGELES,CA,33.9947,-118.1517,323,3443,0,1582,0,,11844,5183,79,573,177,11228,0,4431,1401,56948,22084,656000,39.3,40.2,38.8,1958,1249,2539,2027,478,919
86,90040,CTY OF CMMRCE,LOS ANGELES,CA,33.9947,-118.1517,323,3443,0,1582,0,,11844,5183,79,573,177,11228,0,4431,1401,56948,22084,656000,39.3,40.2,38.8,1958,1249,2539,2027,478,919
87,90040,LOS ANGELES,LOS ANGELES,CA,33.9947,-118.1517,323,3443,0,1582,0,L,11844,5183,79,573,177,11228,0,4431,1401,56948,22084,656000,39.3,40.2,38.8,1958,1249,2539,2027,478,919
88,90041,EAGLE ROCK,LOS ANGELES,CA,34.1361,-118.2065,323,9858,565,876,258,,28956,12665,616,471,7709,10300,37,3906,3552,95811,47048,1299000,40.0,38.6,41.1,1156,1023,3942,5521,1508,7506
89,90041,LOS ANGELES,LOS ANGELES,CA,34.1361,-118.2065,323,9858,565,876,258,L,28956,12665,616,471,7709,10300,37,3906,3552,95811,47048,1299000,40.0,38.6,41.1,1156,1023,3942,5521,1508,7506
90,90042,HIGHLAND PARK,LOS ANGELES,CA,34.1137,-118.1919,323,20875,207,875,84,,59658,23500,1270,1977,8264,35024,16,16244,8387,81853,39008,1045000,37.3,37.2,37.4,5172,4220,9245,9741,2916,11731
91,90042,LOS ANGELES,LOS ANGELES,CA,34.1137,-118.1919,323,20875,207,875,84,L,59658,23500,1270,1977,8264,35024,16,16244,8387,81853,39008,1045000,37.3,37.2,37.4,5172,4220,9245,9741,2916,11731
92,90043,LA TIJERA,LOS ANGELES,CA,33.9867,-118.3332,323,17403,503,938,109,,44272,6849,25973,289,1005,12843,141,6301,3714,60599,33108,927000,40.4,37.9,42.5,2621,3083,8069,9046,2788,6417
93,90043,LOS ANGELES,LOS ANGELES,CA,33.9867,-118.3332,323,17403,503,938,109,L,44272,6849,25973,289,1005,12843,141,6301,3714,60599,33108,927000,40.4,37.9,42.5,2621,3083,8069,9046,2788,6417
94,90043,VIEW PARK,LOS ANGELES,CA,33.9867,-118.3332,323,17403,503,938,109,,44272,6849,25973,289,1005,12843,141,6301,3714,60599,33108,927000,40.4,37.9,42.5,2621,3083,8069,9046,2788,6417
95,90043,WINDSOR HILLS,LOS ANGELES,CA,33.9867,-118.3332,323,17403,503,938,109,,44272,6849,25973,289,1005,12843,141,6301,3714,60599,33108,927000,40.4,37.9,42.5,2621,3083,8069,9046,2788,6417
96,90044,AUGUST F HAW,LOS ANGELES,CA,33.9540,-118.2921,323,27052,438,1057,56,,100225,22203,30662,718,649,66943,135,34474,11384,43388,17670,671000,31.2,29.7,32.9,13405,10964,19879,16067,3870,4667
97,90044,HANCOCK,LOS ANGELES,CA,33.9540,-118.2921,323,27052,438,1057,56,,100225,22203,30662,718,649,66943,135,34474,11384,43388,17670,671000,31.2,29.7,32.9,13405,10964,19879,16067,3870,4667
98,90044,LOS ANGELES,LOS ANGELES,CA,33.9540,-118.2921,323,27052,438,1057,56,L,100225,22203,30662,718,649,66943,135,34474,11384,43388,17670,671000,31.2,29.7,32.9,13405,10964,19879,16067,3870,4667
99,90045,BRADLEY INTERNATIONAL,LOS ANGELES,CA,33.9611,-118.3934,310,16951,1128,2099,376,,41411,24341,4192,263,5962,8095,89,1324,5240,115943,60757,1472000,35.5,34.3,37.0,410,862,2957,10389,2311,11262
100,90045,LOS ANGELES,LOS ANGELES,CA,33.9611,-118.3934,310,16951,1128,2099,376,L,41411,24341,4192,263,5962,8095,89,1324,5240,115943,60757,1472000,35.5,34.3,37.0,410,862,2957,10389,2311,11262
101,90045,PLAYA VISTA,LOS ANGELES,CA,33.9611,-118.3934,310,16951,1128,2099,376,,41411,24341,4192,263,5962,8095,89,1324,5240,115943,60757,1472000,35.5,34.3,37.0,410,862,2957,10389,2311,11262
102,90045,WESTCHESTER,LOS ANGELES,CA,33.9611,-118.3934,310,16951,1128,2099,376,,41411,24341,4192,263,5962,8095,89,1324,5240,115943,60757,1472000,35.5,34.3,37.0,410,862,2957,10389,2311,11262
103,90046,LOS ANGELES,LOS ANGELES,CA,34.0970,-118.3587,323,30995,321,1591,108,L,48749,35153,2825,194,3224,7386,46,2371,4936,77162,72464,1774000,38.4,39.3,37.1,838,962,4571,7337,3320,19472
104,90046,WEST HOLLYWOOD,LOS ANGELES,CA,34.0970,-118.3587,323,30995,321,1591,108,,48749,35153,2825,194,3224,7386,46,2371,4936,77162,72464,1774000,38.4,39.3,37.1,838,962,4571,7337,3320,19472
105,90047,LOS ANGELES,LOS ANGELES,CA,33.9568,-118.3088,323,17216,640,1034,148,L,51494,8020,28625,465,464,20268,398,10363,3159,62399,28122,698000,37.1,35.1,38.8,3763,3405,11392,11296,3276,4707
106,90047,WAGNER,LOS ANGELES,CA,33.9568,-118.3088,323,17216,640,1034,148,,51494,8020,28625,465,464,20268,398,10363,3159,62399,28122,698000,37.1,35.1,38.8,3763,3405,11392,11296,3276,4707
107,90048,BICENTENNIAL,LOS ANGELES,CA,34.0725,-118.3747,323,13284,846,2300,353,,20504,16274,781,14,1465,1585,0,617,1353,102567,89457,2141000,39.7,41.8,37.8,507,351,1860,2537,919,8242
108,90048,BRIGGS,LOS ANGELES,CA,34.0725,-118.3747,323,13284,846,2300,353,,20504,16274,781,14,1465,1585,0,617,1353,102567,89457,2141000,39.7,41.8,37.8,507,351,1860,2537,919,8242
109,90048,LOS ANGELES,LOS ANGELES,CA,34.0725,-118.3747,323,13284,846,2300,353,L,20504,16274,781,14,1465,1585,0,617,1353,102567,89457,2141000,39.7,41.8,37.8,507,351,1860,2537,919,8242
110,90048,WEST HOLLYWOOD,LOS ANGELES,CA,34.0725,-118.3747,323,13284,846,2300,353,,20504,16274,781,14,1465,1585,0,617,1353,102567,89457,2141000,39.7,41.8,37.8,507,351,1860,2537,919,8242
111,90049,BARRINGTON,LOS ANGELES,CA,34.0622,-118.4720,925,18137,831,840,288,,35853,29244,480,52,2546,2825,5,520,3006,143000,114719,3075500,39.3,39.9,38.9,196,384,1731,3341,898,12032
112,90049,LOS ANGELES,LOS ANGELES,CA,34.0622,-118.4720,925,18137,831,840,288,L,35853,29244,480,52,2546,2825,5,520,3006,143000,114719,3075500,39.3,39.9,38.9,196,384,1731,3341,898,12032
113,90056,BALDWIN HILLS,LOS ANGELES,CA,33.9862,-118.3690,310,3567,594,87,122,,7956,1233,5320,40,435,670,0,67,861,105744,62703,1656000,45.3,43.1,49.7,86,317,585,1652,470,2101
114,90056,CRENSHAW,LOS ANGELES,CA,33.9862,-118.3690,310,3567,594,87,122,,7956,1233,5320,40,435,670,0,67,861,105744,62703,1656000,45.3,43.1,49.7,86,317,585,1652,470,2101
115,90056,LOS ANGELES,LOS ANGELES,CA,33.9862,-118.3690,310,3567,594,87,122,L,7956,1233,5320,40,435,670,0,67,861,105744,62703,1656000,45.3,43.1,49.7,86,317,585,1652,470,2101
116,90056,WINDSOR HILLS,LOS ANGELES,CA,33.9862,-118.3690,310,3567,594,87,122,,7956,1233,5320,40,435,670,0,67,861,105744,62703,1656000,45.3,43.1,49.7,86,317,585,1652,470,2101
117,90057,FLINT,LOS ANGELES,CA,34.0620,-118.2767,213,16897,179,1371,30,,47604,13500,2773,894,8813,31963,149,19109,2366,43796,21248,623000,33.9,33.0,35.1,10927,3941,6645,5691,1629,6873
118,90057,LOS ANGELES,LOS ANGELES,CA,34.0620,-118.2767,213,16897,179,1371,30,L,47604,13500,2773,894,8813,31963,149,19109,2366,43796,21248,623000,33.9,33.0,35.1,10927,3941,6645,5691,1629,6873
119,90058,LOS ANGELES,LOS ANGELES,CA,34.0014,-118.2184,323,989,24,1843,139,L,3659,2256,256,0,3,2992,5,1017,122,33146,15491,514500,25.6,30.0,25.5,639,469,531,269,43,536
120,90058,VERNON,LOS ANGELES,CA,34.0014,-118.2184,323,989,24,1843,139,,3659,2256,256,0,3,2992,5,1017,122,33146,15491,514500,25.6,30.0,25.5,639,469,531,269,43,536
121,90059,AUGUST F HAW,LOS ANGELES,CA,33.9271,-118.2483,323,10277,270,443,51,,41315,10681,9890,830,96,30012,10,15108,4700,47682,17746,581000,29.2,27.8,30.5,5463,5045,7989,5323,1403,1693
